Run	BioSample	AvgSpotLen	Bases	Bytes	DONOR_AGE	Experiment	gender	GEO_Accession	inferred_cell_type	create_date	version	Sample Name
"SRR3563518"	"SAMN05159842"	128	"284.99 M"	"103.76 Mb"	6	"SRX1789130"	"male"	"GSM2173188"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173188"
"SRR3563519"	"SAMN05159843"	128	"92.44 M"	"33.75 Mb"	6	"SRX1789131"	"male"	"GSM2173189"	"unsure"	"2016-05-2022:11:00Z"	1	"GSM2173189"
"SRR3563520"	"SAMN05159844"	128	"186.80 M"	"68.36 Mb"	6	"SRX1789132"	"male"	"GSM2173190"	"unsure"	"2016-05-2022:10:00Z"	1	"GSM2173190"
"SRR3563521"	"SAMN05159845"	128	"169.48 M"	"61.22 Mb"	6	"SRX1789133"	"male"	"GSM2173191"	"beta"	"2016-05-2022:09:00Z"	1	"GSM2173191"
"SRR3563522"	"SAMN05159846"	128	"242.50 M"	"89.93 Mb"	6	"SRX1789134"	"male"	"GSM2173192"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173192"
"SRR3563523"	"SAMN05159847"	128	"130.14 M"	"46.86 Mb"	6	"SRX1789135"	"male"	"GSM2173193"	"beta"	"2016-05-2022:09:00Z"	1	"GSM2173193"
"SRR3563524"	"SAMN05159848"	128	"184.02 M"	"67.23 Mb"	6	"SRX1789136"	"male"	"GSM2173194"	"beta"	"2016-05-2022:10:00Z"	1	"GSM2173194"
"SRR3563525"	"SAMN05159849"	128	"254.38 M"	"93.09 Mb"	6	"SRX1789137"	"male"	"GSM2173195"	"acinar"	"2016-05-2022:13:00Z"	1	"GSM2173195"
"SRR3563526"	"SAMN05159850"	128	"304.66 M"	"110.09 Mb"	6	"SRX1789138"	"male"	"GSM2173196"	"unsure"	"2016-05-2022:13:00Z"	1	"GSM2173196"
"SRR3563527"	"SAMN05159851"	128	"178.54 M"	"65.31 Mb"	6	"SRX1789139"	"male"	"GSM2173197"	"alpha"	"2016-05-2022:13:00Z"	1	"GSM2173197"
"SRR3563528"	"SAMN05159852"	128	"273.10 M"	"98.53 Mb"	6	"SRX1789140"	"male"	"GSM2173198"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173198"
"SRR3563529"	"SAMN05159853"	128	"195.80 M"	"70.71 Mb"	6	"SRX1789141"	"male"	"GSM2173199"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173199"
"SRR3563530"	"SAMN05159854"	128	"258.88 M"	"94.25 Mb"	6	"SRX1789142"	"male"	"GSM2173200"	"alpha"	"2016-05-2022:14:00Z"	1	"GSM2173200"
"SRR3563531"	"SAMN05159855"	128	"179.16 M"	"65.75 Mb"	6	"SRX1789143"	"male"	"GSM2173201"	"alpha"	"2016-05-2022:12:00Z"	1	"GSM2173201"
"SRR3563532"	"SAMN05159856"	128	"110.74 M"	"40.02 Mb"	6	"SRX1789144"	"male"	"GSM2173202"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173202"
"SRR3563533"	"SAMN05159857"	128	"270.41 M"	"96.90 Mb"	6	"SRX1789145"	"male"	"GSM2173203"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173203"
"SRR3563534"	"SAMN05159858"	128	"340.46 M"	"122.60 Mb"	6	"SRX1789146"	"male"	"GSM2173204"	"alpha"	"2016-05-2022:13:00Z"	1	"GSM2173204"
"SRR3563535"	"SAMN05159859"	128	"245.33 M"	"88.62 Mb"	6	"SRX1789147"	"male"	"GSM2173205"	"alpha"	"2016-05-2022:13:00Z"	1	"GSM2173205"
"SRR3563536"	"SAMN05159860"	128	"218.85 M"	"78.94 Mb"	6	"SRX1789148"	"male"	"GSM2173206"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173206"
"SRR3563537"	"SAMN05159861"	128	"224.79 M"	"81.81 Mb"	6	"SRX1789149"	"male"	"GSM2173207"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173207"
"SRR3563538"	"SAMN05159862"	128	"153.82 M"	"55.45 Mb"	6	"SRX1789150"	"male"	"GSM2173208"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173208"
"SRR3563539"	"SAMN05159863"	128	"289.44 M"	"104.15 Mb"	6	"SRX1789151"	"male"	"GSM2173209"	"delta"	"2016-05-2022:13:00Z"	1	"GSM2173209"
"SRR3563540"	"SAMN05159864"	128	"574.56 M"	"209.12 Mb"	6	"SRX1789152"	"male"	"GSM2173210"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173210"
"SRR3563541"	"SAMN05159925"	128	"269.23 M"	"97.63 Mb"	6	"SRX1789153"	"male"	"GSM2173211"	"unsure"	"2016-05-2022:14:00Z"	1	"GSM2173211"
"SRR3563542"	"SAMN05159926"	128	"286.51 M"	"104.94 Mb"	6	"SRX1789154"	"male"	"GSM2173212"	"alpha"	"2016-05-2022:12:00Z"	1	"GSM2173212"
"SRR3563543"	"SAMN05159927"	128	"173.89 M"	"62.97 Mb"	6	"SRX1789155"	"male"	"GSM2173213"	"beta"	"2016-05-2022:10:00Z"	1	"GSM2173213"
"SRR3563544"	"SAMN05159928"	128	"225.65 M"	"80.89 Mb"	6	"SRX1789156"	"male"	"GSM2173214"	"alpha"	"2016-05-2022:12:00Z"	1	"GSM2173214"
"SRR3563545"	"SAMN05159929"	128	"287.85 M"	"142.51 Mb"	6	"SRX1789157"	"male"	"GSM2173215"	"alpha"	"2017-10-0614:10:00Z"	2	"GSM2173215"
"SRR3563546"	"SAMN05159930"	128	"192.89 M"	"71.10 Mb"	6	"SRX1789158"	"male"	"GSM2173216"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173216"
"SRR3563547"	"SAMN05159931"	128	"279.51 M"	"100.57 Mb"	6	"SRX1789159"	"male"	"GSM2173217"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173217"
"SRR3563548"	"SAMN05159932"	128	"178.19 M"	"64.09 Mb"	6	"SRX1789160"	"male"	"GSM2173218"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173218"
"SRR3563549"	"SAMN05159933"	128	"310.05 M"	"111.31 Mb"	6	"SRX1789161"	"male"	"GSM2173219"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173219"
"SRR3563550"	"SAMN05159936"	128	"190.24 M"	"68.34 Mb"	6	"SRX1789162"	"male"	"GSM2173220"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173220"
"SRR3563551"	"SAMN05160811"	128	"375.05 M"	"134.65 Mb"	6	"SRX1789163"	"male"	"GSM2173221"	"alpha"	"2016-05-2022:13:00Z"	1	"GSM2173221"
"SRR3563552"	"SAMN05160812"	128	"165.00 M"	"59.31 Mb"	6	"SRX1789164"	"male"	"GSM2173222"	"unsure"	"2016-05-2022:11:00Z"	1	"GSM2173222"
"SRR3563553"	"SAMN05160813"	128	"473.78 M"	"173.08 Mb"	6	"SRX1789165"	"male"	"GSM2173223"	"beta"	"2016-05-2022:13:00Z"	1	"GSM2173223"
"SRR3563554"	"SAMN05159934"	128	"145.73 M"	"52.81 Mb"	6	"SRX1789166"	"male"	"GSM2173224"	"beta"	"2016-05-2022:10:00Z"	1	"GSM2173224"
"SRR3563555"	"SAMN05159935"	128	"245.66 M"	"89.31 Mb"	6	"SRX1789167"	"male"	"GSM2173225"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173225"
"SRR3563556"	"SAMN05160814"	128	"326.61 M"	"119.43 Mb"	6	"SRX1789168"	"male"	"GSM2173226"	"mesenchymal"	"2016-05-2022:14:00Z"	1	"GSM2173226"
"SRR3563557"	"SAMN05160815"	128	"293.60 M"	"107.66 Mb"	6	"SRX1789169"	"male"	"GSM2173227"	"beta"	"2016-05-2022:12:00Z"	1	"GSM2173227"
"SRR3563558"	"SAMN05160816"	128	"217.10 M"	"78.64 Mb"	6	"SRX1789170"	"male"	"GSM2173228"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173228"
"SRR3563559"	"SAMN05160817"	128	"260.26 M"	"93.22 Mb"	6	"SRX1789171"	"male"	"GSM2173229"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173229"
"SRR3563560"	"SAMN05160818"	128	"189.50 M"	"67.94 Mb"	6	"SRX1789172"	"male"	"GSM2173230"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173230"
"SRR3563561"	"SAMN05160819"	128	"121.65 M"	"43.82 Mb"	6	"SRX1789173"	"male"	"GSM2173231"	"unsure"	"2016-05-2022:11:00Z"	1	"GSM2173231"
"SRR3563562"	"SAMN05160820"	128	"293.60 M"	"106.47 Mb"	6	"SRX1789174"	"male"	"GSM2173232"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173232"
"SRR3563563"	"SAMN05160821"	128	"363.04 M"	"131.81 Mb"	6	"SRX1789175"	"male"	"GSM2173233"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173233"
"SRR3563564"	"SAMN05160822"	128	"195.47 M"	"70.37 Mb"	6	"SRX1789176"	"male"	"GSM2173234"	"alpha"	"2016-05-2022:12:00Z"	1	"GSM2173234"
"SRR3563565"	"SAMN05160823"	128	"158.78 M"	"57.99 Mb"	6	"SRX1789177"	"male"	"GSM2173235"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173235"
"SRR3563566"	"SAMN05160997"	128	"164.92 M"	"59.81 Mb"	6	"SRX1789178"	"male"	"GSM2173236"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173236"
"SRR3563567"	"SAMN05160998"	128	"216.12 M"	"77.92 Mb"	6	"SRX1789179"	"male"	"GSM2173237"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173237"
"SRR3563568"	"SAMN05160999"	128	"163.97 M"	"60.07 Mb"	6	"SRX1789180"	"male"	"GSM2173238"	"unsure"	"2016-05-2022:13:00Z"	1	"GSM2173238"
"SRR3563569"	"SAMN05161000"	128	"435.38 M"	"159.05 Mb"	6	"SRX1789181"	"male"	"GSM2173239"	"acinar"	"2016-05-2022:13:00Z"	1	"GSM2173239"
"SRR3563570"	"SAMN05160292"	128	"184.25 M"	"68.07 Mb"	6	"SRX1789182"	"male"	"GSM2173240"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173240"
"SRR3563571"	"SAMN05160294"	128	"269.67 M"	"97.32 Mb"	6	"SRX1789183"	"male"	"GSM2173241"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173241"
"SRR3563572"	"SAMN05160295"	128	"192.96 M"	"69.59 Mb"	6	"SRX1789184"	"male"	"GSM2173242"	"beta"	"2016-05-2022:10:00Z"	1	"GSM2173242"
"SRR3563573"	"SAMN05160297"	128	"296.70 M"	"107.34 Mb"	6	"SRX1789185"	"male"	"GSM2173243"	"beta"	"2016-05-2022:12:00Z"	1	"GSM2173243"
"SRR3563574"	"SAMN05160299"	128	"290.35 M"	"106.10 Mb"	6	"SRX1789186"	"male"	"GSM2173244"	"beta"	"2016-05-2022:12:00Z"	1	"GSM2173244"
"SRR3563575"	"SAMN05160301"	128	"254.47 M"	"92.56 Mb"	6	"SRX1789187"	"male"	"GSM2173245"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173245"
"SRR3563576"	"SAMN05160302"	128	"448.41 M"	"163.90 Mb"	6	"SRX1789188"	"male"	"GSM2173246"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173246"
"SRR3563577"	"SAMN05160304"	128	"142.55 M"	"51.68 Mb"	6	"SRX1789189"	"male"	"GSM2173247"	"beta"	"2016-05-2022:10:00Z"	1	"GSM2173247"
"SRR3563578"	"SAMN05160305"	128	"249.22 M"	"90.86 Mb"	6	"SRX1789190"	"male"	"GSM2173248"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173248"
"SRR3563579"	"SAMN05160307"	128	"192.62 M"	"69.61 Mb"	6	"SRX1789191"	"male"	"GSM2173249"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173249"
"SRR3563580"	"SAMN05160312"	128	"417.69 M"	"152.27 Mb"	6	"SRX1789192"	"male"	"GSM2173250"	"beta"	"2016-05-2022:14:00Z"	1	"GSM2173250"
"SRR3563581"	"SAMN05160313"	128	"435.08 M"	"157.82 Mb"	6	"SRX1789193"	"male"	"GSM2173251"	"acinar"	"2016-05-2022:13:00Z"	1	"GSM2173251"
"SRR3563582"	"SAMN05160315"	128	"299.72 M"	"108.35 Mb"	6	"SRX1789194"	"male"	"GSM2173252"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173252"
"SRR3563583"	"SAMN05160317"	128	"229.86 M"	"83.24 Mb"	6	"SRX1789195"	"male"	"GSM2173253"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173253"
"SRR3563584"	"SAMN05160309"	128	"348.09 M"	"127.08 Mb"	6	"SRX1789196"	"male"	"GSM2173254"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173254"
"SRR3563585"	"SAMN05160310"	128	"208.71 M"	"75.83 Mb"	6	"SRX1789197"	"male"	"GSM2173255"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173255"
"SRR3563586"	"SAMN05160318"	128	"274.07 M"	"98.64 Mb"	6	"SRX1789198"	"male"	"GSM2173256"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173256"
"SRR3563587"	"SAMN05160320"	128	"270.13 M"	"98.40 Mb"	6	"SRX1789199"	"male"	"GSM2173257"	"unsure"	"2016-05-2022:14:00Z"	1	"GSM2173257"
"SRR3563588"	"SAMN05160321"	128	"172.83 M"	"62.53 Mb"	6	"SRX1789200"	"male"	"GSM2173258"	"beta"	"2016-05-2022:09:00Z"	1	"GSM2173258"
"SRR3563589"	"SAMN05160323"	128	"269.95 M"	"99.13 Mb"	6	"SRX1789201"	"male"	"GSM2173259"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173259"
"SRR3563590"	"SAMN05160325"	128	"146.64 M"	"53.38 Mb"	6	"SRX1789202"	"male"	"GSM2173260"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173260"
"SRR3563591"	"SAMN05160326"	128	"441.61 M"	"161.43 Mb"	6	"SRX1789203"	"male"	"GSM2173261"	"acinar"	"2016-05-2022:13:00Z"	1	"GSM2173261"
"SRR3563592"	"SAMN05160328"	128	"170.68 M"	"61.95 Mb"	6	"SRX1789204"	"male"	"GSM2173262"	"alpha"	"2016-05-2022:12:00Z"	1	"GSM2173262"
"SRR3563593"	"SAMN05160329"	128	"286.35 M"	"105.02 Mb"	6	"SRX1789205"	"male"	"GSM2173263"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173263"
"SRR3563594"	"SAMN05160331"	128	"166.79 M"	"60.59 Mb"	6	"SRX1789206"	"male"	"GSM2173264"	"beta"	"2016-05-2022:09:00Z"	1	"GSM2173264"
"SRR3563595"	"SAMN05160332"	128	"161.11 M"	"58.57 Mb"	6	"SRX1789207"	"male"	"GSM2173265"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173265"
"SRR3563596"	"SAMN05160334"	128	"302.50 M"	"109.45 Mb"	6	"SRX1789208"	"male"	"GSM2173266"	"unsure"	"2016-05-2022:15:00Z"	1	"GSM2173266"
"SRR3563597"	"SAMN05160335"	128	"210.95 M"	"76.00 Mb"	6	"SRX1789209"	"male"	"GSM2173267"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173267"
"SRR3563598"	"SAMN05160337"	128	"193.63 M"	"69.60 Mb"	6	"SRX1789210"	"male"	"GSM2173268"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173268"
"SRR3563599"	"SAMN05160339"	128	"157.73 M"	"57.27 Mb"	6	"SRX1789211"	"male"	"GSM2173269"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173269"
"SRR3563600"	"SAMN05160340"	128	"231.73 M"	"91.97 Mb"	6	"SRX1789212"	"male"	"GSM2173270"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173270"
"SRR3563601"	"SAMN05160342"	128	"269.67 M"	"97.65 Mb"	6	"SRX1789213"	"male"	"GSM2173271"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173271"
"SRR3563602"	"SAMN05160343"	128	"273.71 M"	"99.84 Mb"	6	"SRX1789214"	"male"	"GSM2173272"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173272"
"SRR3563603"	"SAMN05160345"	128	"211.21 M"	"75.61 Mb"	6	"SRX1789215"	"male"	"GSM2173273"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173273"
"SRR3563604"	"SAMN05160347"	128	"348.10 M"	"127.52 Mb"	6	"SRX1789216"	"male"	"GSM2173274"	"beta"	"2016-05-2022:12:00Z"	1	"GSM2173274"
"SRR3563605"	"SAMN05160348"	128	"174.60 M"	"64.16 Mb"	6	"SRX1789217"	"male"	"GSM2173275"	"beta"	"2016-05-2022:10:00Z"	1	"GSM2173275"
"SRR3563606"	"SAMN05160349"	128	"298.59 M"	"108.84 Mb"	6	"SRX1789218"	"male"	"GSM2173276"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173276"
"SRR3563607"	"SAMN05160351"	128	"169.45 M"	"60.91 Mb"	6	"SRX1789219"	"male"	"GSM2173277"	"beta"	"2016-05-2022:12:00Z"	1	"GSM2173277"
"SRR3563608"	"SAMN05160353"	128	"109.82 M"	"40.35 Mb"	6	"SRX1789220"	"male"	"GSM2173278"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173278"
"SRR3563609"	"SAMN05160356"	128	"259.46 M"	"94.03 Mb"	6	"SRX1789221"	"male"	"GSM2173279"	"unsure"	"2016-05-2022:13:00Z"	1	"GSM2173279"
"SRR3563610"	"SAMN05160357"	128	"244.14 M"	"88.39 Mb"	6	"SRX1789222"	"male"	"GSM2173280"	"unsure"	"2016-05-2022:14:00Z"	1	"GSM2173280"
"SRR3563611"	"SAMN05160359"	128	"248.44 M"	"90.79 Mb"	6	"SRX1789223"	"male"	"GSM2173281"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173281"
"SRR3563612"	"SAMN05160361"	128	"183.24 M"	"66.48 Mb"	6	"SRX1789224"	"male"	"GSM2173282"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173282"
"SRR3563613"	"SAMN05160362"	128	"311.22 M"	"114.67 Mb"	6	"SRX1789225"	"male"	"GSM2173283"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173283"
"SRR3563614"	"SAMN05160354"	128	"337.82 M"	"122.23 Mb"	6	"SRX1789226"	"male"	"GSM2173284"	"acinar"	"2016-05-2022:13:00Z"	1	"GSM2173284"
"SRR3563615"	"SAMN05160364"	128	"221.74 M"	"80.68 Mb"	6	"SRX1789227"	"male"	"GSM2173285"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173285"
"SRR3563616"	"SAMN05160365"	128	"304.57 M"	"110.72 Mb"	6	"SRX1789228"	"male"	"GSM2173286"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173286"
"SRR3563617"	"SAMN05160367"	128	"191.04 M"	"68.92 Mb"	6	"SRX1789229"	"male"	"GSM2173287"	"beta"	"2016-05-2022:10:00Z"	1	"GSM2173287"
"SRR3563618"	"SAMN05160370"	128	"288.77 M"	"104.86 Mb"	6	"SRX1789230"	"male"	"GSM2173288"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173288"
"SRR3563619"	"SAMN05160371"	128	"176.38 M"	"63.77 Mb"	6	"SRX1789231"	"male"	"GSM2173289"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173289"
"SRR3563620"	"SAMN05160373"	128	"179.47 M"	"65.02 Mb"	6	"SRX1789232"	"male"	"GSM2173290"	"alpha"	"2016-05-2022:12:00Z"	1	"GSM2173290"
"SRR3563621"	"SAMN05160375"	128	"392.60 M"	"144.95 Mb"	6	"SRX1789233"	"male"	"GSM2173291"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173291"
"SRR3563622"	"SAMN05160376"	128	"138.78 M"	"50.11 Mb"	6	"SRX1789234"	"male"	"GSM2173292"	"unsure"	"2016-05-2022:13:00Z"	1	"GSM2173292"
"SRR3563623"	"SAMN05160378"	128	"243.05 M"	"89.85 Mb"	6	"SRX1789235"	"male"	"GSM2173293"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173293"
"SRR3563624"	"SAMN05160379"	128	"120.29 M"	"43.50 Mb"	6	"SRX1789236"	"male"	"GSM2173294"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173294"
"SRR3563625"	"SAMN05160381"	128	"343.69 M"	"124.46 Mb"	6	"SRX1789237"	"male"	"GSM2173295"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173295"
"SRR3563626"	"SAMN05160383"	128	"136.83 M"	"49.62 Mb"	6	"SRX1789238"	"male"	"GSM2173296"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173296"
"SRR3563627"	"SAMN05160384"	128	"274.01 M"	"100.17 Mb"	6	"SRX1789239"	"male"	"GSM2173297"	"acinar"	"2016-05-2022:13:00Z"	1	"GSM2173297"
"SRR3563628"	"SAMN05160385"	128	"165.23 M"	"59.79 Mb"	6	"SRX1789240"	"male"	"GSM2173298"	"beta"	"2016-05-2022:09:00Z"	1	"GSM2173298"
"SRR3563629"	"SAMN05160387"	128	"325.55 M"	"117.99 Mb"	6	"SRX1789241"	"male"	"GSM2173299"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173299"
"SRR3563630"	"SAMN05160437"	128	"237.76 M"	"86.65 Mb"	6	"SRX1789242"	"male"	"GSM2173300"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173300"
"SRR3563631"	"SAMN05160439"	128	"150.58 M"	"54.44 Mb"	6	"SRX1789243"	"male"	"GSM2173301"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173301"
"SRR3563632"	"SAMN05160440"	128	"197.21 M"	"71.09 Mb"	6	"SRX1789244"	"male"	"GSM2173302"	"alpha"	"2016-05-2022:12:00Z"	1	"GSM2173302"
"SRR3563633"	"SAMN05160442"	128	"284.77 M"	"104.95 Mb"	6	"SRX1789245"	"male"	"GSM2173303"	"beta"	"2016-05-2022:12:00Z"	1	"GSM2173303"
"SRR3563634"	"SAMN05160444"	128	"303.02 M"	"109.90 Mb"	6	"SRX1789246"	"male"	"GSM2173304"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173304"
"SRR3563635"	"SAMN05160445"	128	"243.79 M"	"88.69 Mb"	6	"SRX1789247"	"male"	"GSM2173305"	"alpha"	"2016-05-2022:11:00Z"	1	"GSM2173305"
"SRR3563636"	"SAMN05160447"	128	"166.30 M"	"60.59 Mb"	6	"SRX1789248"	"male"	"GSM2173306"	"alpha"	"2016-05-2022:09:00Z"	1	"GSM2173306"
"SRR3563637"	"SAMN05160448"	128	"355.02 M"	"130.11 Mb"	6	"SRX1789249"	"male"	"GSM2173307"	"beta"	"2016-05-2022:14:00Z"	1	"GSM2173307"
"SRR3563638"	"SAMN05160450"	128	"285.54 M"	"103.20 Mb"	6	"SRX1789250"	"male"	"GSM2173308"	"beta"	"2016-05-2022:11:00Z"	1	"GSM2173308"
"SRR3563639"	"SAMN05160451"	128	"251.83 M"	"91.28 Mb"	6	"SRX1789251"	"male"	"GSM2173309"	"unsure"	"2016-05-2022:11:00Z"	1	"GSM2173309"
"SRR3563640"	"SAMN05160452"	128	"142.44 M"	"51.61 Mb"	6	"SRX1789252"	"male"	"GSM2173310"	"beta"	"2016-05-2022:08:00Z"	1	"GSM2173310"
"SRR3563641"	"SAMN05160454"	128	"538.47 M"	"197.00 Mb"	6	"SRX1789253"	"male"	"GSM2173311"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173311"
"SRR3563642"	"SAMN05160462"	128	"433.56 M"	"157.56 Mb"	6	"SRX1789254"	"male"	"GSM2173312"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173312"
"SRR3563643"	"SAMN05160463"	128	"191.62 M"	"69.53 Mb"	6	"SRX1789255"	"male"	"GSM2173313"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173313"
"SRR3563644"	"SAMN05160455"	128	"104.98 M"	"38.30 Mb"	6	"SRX1789256"	"male"	"GSM2173314"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173314"
"SRR3563645"	"SAMN05160457"	128	"418.83 M"	"153.65 Mb"	6	"SRX1789257"	"male"	"GSM2173315"	"acinar"	"2016-05-2022:13:00Z"	1	"GSM2173315"
"SRR3563646"	"SAMN05160459"	128	"279.60 M"	"101.33 Mb"	6	"SRX1789258"	"male"	"GSM2173316"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173316"
"SRR3563647"	"SAMN05160460"	128	"211.59 M"	"76.17 Mb"	6	"SRX1789259"	"male"	"GSM2173317"	"alpha"	"2016-05-2022:12:00Z"	1	"GSM2173317"
"SRR3563648"	"SAMN05160465"	128	"268.14 M"	"96.97 Mb"	6	"SRX1789260"	"male"	"GSM2173318"	"beta"	"2016-05-2022:10:00Z"	1	"GSM2173318"
"SRR3563649"	"SAMN05160466"	128	"178.56 M"	"64.12 Mb"	6	"SRX1789261"	"male"	"GSM2173319"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173319"
"SRR3563650"	"SAMN05160468"	128	"244.00 M"	"89.27 Mb"	6	"SRX1789262"	"male"	"GSM2173320"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173320"
"SRR3563651"	"SAMN05160470"	128	"278.37 M"	"101.37 Mb"	6	"SRX1789263"	"male"	"GSM2173321"	"acinar"	"2016-05-2022:12:00Z"	1	"GSM2173321"
"SRR3563652"	"SAMN05160471"	128	"196.20 M"	"71.11 Mb"	6	"SRX1789264"	"male"	"GSM2173322"	"acinar"	"2016-05-2022:13:00Z"	1	"GSM2173322"
"SRR3563653"	"SAMN05160473"	128	"331.27 M"	"120.33 Mb"	6	"SRX1789265"	"male"	"GSM2173323"	"beta"	"2016-05-2022:14:00Z"	1	"GSM2173323"
"SRR3563654"	"SAMN05160474"	128	"218.72 M"	"78.30 Mb"	6	"SRX1789266"	"male"	"GSM2173324"	"unsure"	"2016-05-2022:12:00Z"	1	"GSM2173324"
"SRR3563655"	"SAMN05160476"	128	"198.04 M"	"71.20 Mb"	6	"SRX1789267"	"male"	"GSM2173325"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173325"
"SRR3563656"	"SAMN05160478"	128	"226.17 M"	"81.50 Mb"	6	"SRX1789268"	"male"	"GSM2173326"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173326"
"SRR3563657"	"SAMN05160479"	128	"130.32 M"	"47.81 Mb"	6	"SRX1789269"	"male"	"GSM2173327"	"alpha"	"2016-05-2022:12:00Z"	1	"GSM2173327"
"SRR3563658"	"SAMN05160480"	128	"220.33 M"	"80.07 Mb"	6	"SRX1789270"	"male"	"GSM2173328"	"beta"	"2016-05-2022:10:00Z"	1	"GSM2173328"
"SRR3563659"	"SAMN05160482"	128	"227.03 M"	"81.94 Mb"	6	"SRX1789271"	"male"	"GSM2173329"	"alpha"	"2016-05-2022:10:00Z"	1	"GSM2173329"
"SRR3563660"	"SAMN05160618"	128	"506.45 M"	"184.35 Mb"	6	"SRX1789272"	"male"	"GSM2173330"	"acinar"	"2016-05-2022:14:00Z"	1	"GSM2173330"
"SRR3563661"	"SAMN05160619"	128	"129.84 M"	"43.47 Mb"	44	"SRX1789273"	"female"	"GSM2173331"	"alpha"	"2016-05-2022:08:00Z"	1	"GSM2173331"
"SRR3563662"	"SAMN05160621"	128	"123.10 M"	"41.50 Mb"	44	"SRX1789274"	"female"	"GSM2173332"	"ductal"	"2016-05-2022:06:00Z"	1	"GSM2173332"
